"time","speed","speed2","gyro.x","gyro.y","gyro.z","accel.x","accel.y","accel.z","rotation.x","rotation.y","vibration","mAvg.speed","mAvg.speed2","mAvg.vibration","mAvg.gyro.x","mAvg.gyro.y","mAvg.gyro.z","mAvg.accel.x","mAvg.accel.y","mAvg.accel.z","mAvg.rotation.x","mAvg.rotation.y"
1528558083192,0,0,-3.068702290076336,0.7557251908396947,-1.3206106870229009,-0.74365234375,0.602783203125,-0.147705078125,-38.48612523108141,50.153264858886374,0,0,0,0,0,0,0,0,0,0,0,0
1528558083292,0,0,-3.1374045801526718,0.4961832061068702,-1.1068702290076335,-0.735595703125,0.607421875,-0.1494140625,-38.980833632843364,49.62315941362473,0,0,0,0,0,0,0,0,0,0,0,0
1528558083392,0,0,-2.9236641221374047,0.5801526717557252,-1.450381679389313,-0.732666015625,0.62060546875,-0.148681640625,-39.6970968352292,48.943463690909276,0,0,0,0,0,0,0,0,0,0,0,0
1528558083492,0,0,-2.9083969465648853,0.5801526717557252,-1.1908396946564885,-0.738525390625,0.6005859375,-0.143798828125,-38.59800469720396,50.0973558635281,0,0,0,0,0,0,0,0,0,0,0,0
1528558083592,0,0,-2.7251908396946565,0.6793893129770993,-1.3435114503816794,-0.7412109375,0.603271484375,-0.162841796875,-38.48263926806413,49.868103054518485,0,0,0,0,0,0,0,0,0,0,0,0
1528558083693,0,0,-3.0763358778625953,0.7938931297709924,-1.251908396946565,-0.736083984375,0.60595703125,-0.147216796875,-38.91154153019994,49.72993391920493,0,0,0,0,0,0,0,0,0,0,0,0
1528558083793,0,0,-2.7786259541984735,0.5648854961832062,-1.16793893129771,-0.760986328125,0.60400390625,-0.13525390625,-38.006372067390274,50.87617997503385,0,0,0,0,0,0,0,0,0,0,0,0
1528558083893,0,0,-2.9236641221374047,0.5801526717557252,-1.4122137404580153,-0.7392578125,0.62158203125,-0.140625,-39.55694936754156,49.236411680078135,0,0,0,0,0,0,0,0,0,0,0,0
1528558083993,0,0,-2.900763358778626,0.4961832061068702,-1.3282442748091603,-0.743896484375,0.59912109375,-0.146728515625,-38.31432649003269,50.335031140089434,0,0,0,0,0,0,0,0,0,0,0,0
1528558084094,0,0,-2.7557251908396947,0.6030534351145038,-1.1755725190839694,-0.738037109375,0.598388671875,-0.1455078125,-38.50124260857266,50.15802608708911,0,0,0,0,0,0,0,0,0,0,0,0
1528558084194,0,0,-2.9923664122137406,0.5190839694656488,-1.099236641221374,-0.73828125,0.60498046875,-0.156982421875,-38.713056263216835,49.74933700682581,0,0,0,0,0,0,0,0,0,0,0,0
1528558084294,0,0,-2.83206106870229,0.6335877862595419,-1.1908396946564885,-0.73583984375,0.604736328125,-0.14404296875,-38.88700945389049,49.808100712781176,0,0,0,0,0,0,0,0,0,0,0,0
1528558084395,0,0,-2.877862595419847,0.5343511450381679,-1.2671755725190839,-0.737548828125,0.603759765625,-0.14794921875,-38.751026037590876,49.875057427321174,0,0,0,0,0,0,0,0,0,0,0,0
1528558084495,0,0,-2.83206106870229,0.5954198473282443,-1.465648854961832,-0.737060546875,0.607666015625,-0.144775390625,-38.97240050896354,49.718026273355534,0,0,0,0,0,0,0,0,0,0,0,0
1528558084595,0,0,-2.969465648854962,0.5343511450381679,-1.2442748091603053,-0.73974609375,0.599365234375,-0.16259765625,-38.35599603898882,49.98600134836684,0,0,0,0,0,0,0,0,0,0,0,0
1528558084695,0,0,-2.7099236641221376,0.5038167938931297,-1.2671755725190839,-0.74072265625,0.603271484375,-0.1474609375,-38.61653183755769,50.02305450666345,0,0,0,0,0,0,0,0,0,0,0,0
1528558084795,0,0,-3.1526717557251906,0.6717557251908397,-1.16793893129771,-0.73828125,0.603515625,-0.150146484375,-38.69689035086657,49.88992563625436,0,0,0,0,0,0,0,0,0,0,0,0
1528558084896,0,0,-2.7938931297709924,0.5114503816793893,-1.2366412213740459,-0.736083984375,0.60498046875,-0.1552734375,-38.805991647085776,49.68441892095256,0,0,0,0,0,0,0,0,0,0,0,0
1528558084996,0,0,-2.954198473282443,0.46564885496183206,-1.0229007633587786,-0.74755859375,0.6044921875,-0.14990234375,-38.408758444384695,50.201854530533986,0,0,0,0,0,0,0,0,0,0,0,0
1528558085096,0,0,-3.030534351145038,0.4961832061068702,-1.2442748091603053,-0.739990234375,0.606689453125,-0.1455078125,-38.81517048580984,49.865357087688245,0,0,0,0,0,0,0,0,0,0,0,0
1528558085197,0,0,-2.648854961832061,0.5801526717557252,-1.4732824427480915,-0.7470703125,0.600830078125,-0.147216796875,-38.27603735247888,50.373937678547584,0,0,0,0,0,0,0,0,0,0,0,0
1528558085297,0,0,-3,0.6946564885496184,-1.183206106870229,-0.735107421875,0.60400390625,-0.149169921875,-38.842484841168165,49.75739938597928,0,0,0,0,-2,0,-1,0,0,0,-38,49.2
1528558085393,0,0,-3.0229007633587788,0.5038167938931297,-1.282442748091603,-0.73974609375,0.596923828125,-0.147216796875,-38.35847840052913,50.26972637247865,0,0,0,0,-2,0,-1,0,0,0,-38,49.2
1528558085494,0,0,-2.816793893129771,0.6106870229007634,-1.1221374045801527,-0.739013671875,0.604248046875,-0.149658203125,-38.707776123721395,49.891003381390476,0,0,0,0,-2,0,-1,0,0,0,-38,49.2
1528558085594,0,0,-2.931297709923664,0.5648854961832062,-1.1984732824427482,-0.735595703125,0.60498046875,-0.155517578125,-38.821890362424945,49.66291270584099,0,0,0,0,-2,0,-1,0,0,0,-38,49.2
1528558085694,0,0,-2.9236641221374047,0.48091603053435117,-1.3587786259541985,-0.737548828125,0.600830078125,-0.1650390625,-38.483689975783044,49.80871509466427,0,0,0,0,-2,0,-1,0,0,0,-38,49.2
1528558085794,0,0,-3.0381679389312977,0.6183206106870229,-1.3129770992366412,-0.740966796875,0.612060546875,-0.153076171875,-38.971035320904996,49.586540258034184,0,0,0,0,-2,0,-1,0,0,0,-38,49.2
